,full_text,created_at,retweet_count,favorite_count,retweeted,Month,Weekday,Hour,Sentiment
1900,"I am fighting the Fake (Corrupt) News, the Deep State, the Democrats, and the few remaining Republicans In Name Only (RINOS, who are on mouth to mouth resuscitation), with the help of some truly great Republicans, and others. We are Winning big (150th Federal Judge this week)!",Sun Sep 15 18:20:29 +0000 2019,25167,99191,FALSE,9,6,18,Neutral
1901,"Can’t let Brett Kavanaugh give Radical Left Democrat (Liberal Plus) Opinions based on threats of Impeaching him over made up stories (sound familiar?), false allegations, and lies. This is the game they play. Fake and Corrupt News is working overtime! #ProtectKavanaugh",Sun Sep 15 18:08:38 +0000 2019,19640,68002,FALSE,9,6,18,Negative
1902,"Brett Kavanaugh should start suing people for libel, or the Justice Department should come to his rescue. The lies being told about him are unbelievable. False Accusations without recrimination. When does it stop? They are trying to influence his opinions. Can’t let that happen!",Sun Sep 15 13:47:31 +0000 2019,31087,119142,FALSE,9,6,13,Negative
1903,"RT @WhiteHouse: “He is saying with a loud voice, ‘I see you, I hear you, I appreciate you, I value you and I want you all to win!’”

Paris…",Sun Sep 15 13:29:49 +0000 2019,14181,0,FALSE,9,6,13,Positive
1904,"RT @GOPChairwoman: So awesome to see all of these college students mobilizing this early for @realDonaldTrump and Republicans! #LeadRight
h…",Sun Sep 15 13:29:04 +0000 2019,9225,0,FALSE,9,6,13,Positive
1905,Thank you @foxandfriends and @RepMarkMeadows. Great interview!,Sun Sep 15 13:25:06 +0000 2019,6353,32876,FALSE,9,6,13,Positive
1906,"Now the Radical Left Democrats and their Partner, the LameStream Media, are after Brett Kavanaugh again, talking loudly of their favorite word, impeachment. He is an innocent man who has been treated HORRIBLY. Such lies about him. They want to scare him into turning Liberal!",Sun Sep 15 12:45:37 +0000 2019,19691,76863,FALSE,9,6,12,Negative
1907,"All based on NOTHING! The Dems can’t get anything positive done, and probably don’t want to. https://t.co/FuWI3XP6jm",Sun Sep 15 12:24:33 +0000 2019,13092,48263,FALSE,9,6,12,Positive
1908,Thank you Billy! https://t.co/jLHKzhZ0Jn,Sun Sep 15 12:17:20 +0000 2019,9049,41536,FALSE,9,6,12,Positive
1909,Thank you! https://t.co/Bgsrl9vDvp,Sat Sep 14 22:08:48 +0000 2019,10980,51902,FALSE,9,5,22,Positive
1910,"RT @GOPChairwoman: Our data shows @realDonaldTrump’s approval among Hispanic Americans in Texas has increased by 20% since 2016. 

That mea…",Sat Sep 14 20:59:06 +0000 2019,11370,0,FALSE,9,5,20,Positive
1911,"RT @GOPChairwoman: .@realDonaldTrump is fully committed to defending America and bringing terrorists to justice.
https://t.co/xZf74sJE9b",Sat Sep 14 20:57:11 +0000 2019,7811,0,FALSE,9,5,20,Neutral
1912,My great honor! https://t.co/AhxG0SIUML,Sat Sep 14 20:57:01 +0000 2019,9640,43091,FALSE,9,5,20,Positive
1913,"That is true, and the USA is Winning Again! https://t.co/WHO5NpCTLv",Sat Sep 14 20:56:01 +0000 2019,16314,77430,FALSE,9,5,20,Positive
1914,RT @IvankaTrump: Great OpEd by ⁦@kimguilfoyle⁩  https://t.co/EilupSexJw,Sat Sep 14 20:48:50 +0000 2019,7025,0,FALSE,9,5,20,Positive
1915,Amazing! https://t.co/Nkn0zHIUCo,Sat Sep 14 19:15:57 +0000 2019,7639,35111,FALSE,9,5,19,Positive
1916,RT @Jim_Jordan: Couldn’t agree more. The American people deserve the truth. https://t.co/rlQ4EGnJJb,Sat Sep 14 19:15:57 +0000 2019,12889,0,FALSE,9,5,19,Neutral
1917,RT @realDonaldTrump: Great news about the work we are doing on illegal immigration! https://t.co/ihTYQAYWxu,Sat Sep 14 19:15:57 +0000 2019,14389,0,FALSE,9,5,19,Positive
1918,"RT @GOP: .@GOPChairwoman: While Democrat candidates remain oblivious &amp; out of touch, Americans... are taking note of the positive impact th…",Sat Sep 14 19:10:33 +0000 2019,6280,0,FALSE,9,5,19,Neutral
1919,"RT @steveholland1: President Trump reports that Hamza bin Ladin, al Qaeda leader and son of Osama bin Laden, “was killed in a United States…",Sat Sep 14 19:04:11 +0000 2019,9094,0,FALSE,9,5,19,Neutral
1920,"The Taliban has never been hit harder than it is being hit right now. Killing 12 people, including one great American soldier, was not a good idea. There are much better ways to set up a negotiation. The Taliban knows they made a big mistake, and they have no idea how to recover!",Sat Sep 14 19:02:46 +0000 2019,20051,93442,FALSE,9,5,19,Positive
1921,I’m OK with that! https://t.co/LEp2Rv28ge,Sat Sep 14 18:35:29 +0000 2019,17604,106172,FALSE,9,5,18,Neutral
1922,....between our two countries. I look forward to continuing those discussions after the Israeli Elections when we meet at the United Nations later this month!,Sat Sep 14 14:57:35 +0000 2019,11060,61614,FALSE,9,5,14,Neutral
1923,"I had a call today with Prime Minister Netanyahu to discuss the possibility of moving forward with a Mutual Defense Treaty, between the United States and Israel, that would further anchor the tremendous alliance....",Sat Sep 14 14:57:35 +0000 2019,15347,78301,FALSE,9,5,14,Neutral
1924,RT @RepDougCollins: #FISA oversight falls squarely within the Judiciary Committee’s jurisdiction. We must address concerns outlined in the…,Sat Sep 14 14:07:12 +0000 2019,10382,0,FALSE,9,5,14,Negative
1925,"RT @RepMarkMeadows: The IG report on potential FISA abuse is complete. Now being reviewed. Huge.

Documents we’ve seen leave little to zero…",Sat Sep 14 14:06:43 +0000 2019,14443,0,FALSE,9,5,14,Negative
1926,KEEP AMERICA GREAT!,Sat Sep 14 13:10:05 +0000 2019,19985,105153,FALSE,9,5,13,Positive
1927,MAKE AMERICA GREAT AGAIN!,Sat Sep 14 13:09:40 +0000 2019,40245,232166,FALSE,9,5,13,Positive
1928,94% Approval Rating in the Republican Party! Tuesday night in the Great State of North Carolina proved that high and very beautiful number correct.,Sat Sep 14 13:08:54 +0000 2019,12085,62380,FALSE,9,5,13,Positive
1929,"RT @realDonaldTrump: The two big Congressional wins in North Carolina on Tuesday, Dan Bishop and Greg Murphy, have reverberated all over th…",Sat Sep 14 13:05:00 +0000 2019,18895,0,FALSE,9,5,13,Positive
1930,"Who the hell is Joy-Ann Reid? Never met her, she knows ZERO about me, has NO talent, and truly doesn’t have the “it” factor needed for success in showbiz. Had a bad reputation, and now works for the Comcast/NBC losers making up phony stories about me. Low Ratings. Fake News!",Sat Sep 14 13:04:10 +0000 2019,18524,89735,FALSE,9,5,13,Negative
1931,“A Very Stable Genius!” Thank you.,Sat Sep 14 12:44:42 +0000 2019,14661,76362,FALSE,9,5,12,Positive
1932,"While I like the Vaping alternative to Cigarettes, we need to make sure this alternative is SAFE for ALL! Let’s get counterfeits off the market, and keep young children from Vaping!",Fri Sep 13 22:35:26 +0000 2019,23794,134671,FALSE,9,4,22,Positive
1933,Great news about the work we are doing on illegal immigration! https://t.co/ihTYQAYWxu,Fri Sep 13 22:08:21 +0000 2019,14389,59050,FALSE,9,4,22,Positive
1934,Historic Milestone indeed! https://t.co/Bn0jzvxz9Y,Fri Sep 13 20:33:07 +0000 2019,14870,56452,FALSE,9,4,20,Neutral
1935,"The two big Congressional wins in North Carolina on Tuesday, Dan Bishop and Greg Murphy, have reverberated all over the World. They showed a lot of people how strong the Republican Party is, and how well it is doing. 2020 is a big, and very important, Election. We will WIN!",Fri Sep 13 14:48:29 +0000 2019,18895,81246,FALSE,9,4,14,Positive
1936,"....VERY stupidly negotiated Trade Deals, and Illegal Immigration, are a tremendous cost and burden to our Country. They are BOTH coming along very well and someday, in the not too distant future, America will see a very positive change. Remember, America First!",Fri Sep 13 14:41:33 +0000 2019,12446,54835,FALSE,9,4,14,Negative
1937,"Illegal Immigration costs the USA over 300 Billion Dollars a year. There is no reason for this, and things are being set in motion to have this number come WAY DOWN. Democrats could end Loopholes and it would be a whole lot easier, and faster. But it will all happen anyway!....",Fri Sep 13 14:41:32 +0000 2019,18261,74635,FALSE,9,4,14,Negative
1938,"....IG Report, which showed him to be a Disgraced &amp; Dirty Cop. Republicans have unified like never before. You don’t impeach Presidents for doing a good (great!) job. No Obstruction, No Collusion, only treasonous crimes committed by the other side, and led by the Democrats. Sad!",Fri Sep 13 12:58:03 +0000 2019,14583,65063,FALSE,9,4,12,Negative
1939,"....Became Number 1 in World &amp; Independent in Energy. Will soon have record number of Judges, 2 SC Justices. Done more than any President in first 2 1/2 years despite phony &amp; fraudulent Witch Hunt illegally led against him. WIN on Mueller Report, Mueller Testimony &amp; James Comey..",Fri Sep 13 12:58:02 +0000 2019,13493,64065,FALSE,9,4,12,Negative
1940,"How do you impeach a President who has helped create perhaps the greatest economy in the history of our Country? All time best unemployment numbers, especially for Blacks, Hispanics, Asians &amp; Women. More people working today than ever before. Rebuilt Military &amp; Choice for Vets...",Fri Sep 13 12:58:02 +0000 2019,23753,108281,FALSE,9,4,12,Positive
1941,"RT @Jim_Jordan: Democrats on the House Judiciary Committee:

-First voted to take away Americans' firearms
-Then voted to impeach the guy w…",Fri Sep 13 03:39:52 +0000 2019,34565,0,FALSE,9,4,3,Negative
1942,"RT @VP: Even the Washington Post, the Democrats favorite newspaper, supports passage of the #USMCA. Congress should pass it this fall and g…",Fri Sep 13 03:39:21 +0000 2019,10369,0,FALSE,9,4,3,Positive
1943,RT @KellyannePolls: Wow. https://t.co/DJ2Stc2MhF,Fri Sep 13 03:36:53 +0000 2019,8975,0,FALSE,9,4,3,Neutral
1944,"RT @Trump: Proud to announce that @TrumpNewYork has just been named the #1 “Best Hotel in the World!"" Congratulations to our remarkable tea…",Fri Sep 13 03:36:06 +0000 2019,8027,0,FALSE,9,4,3,Positive
1945,"RT @Jim_Jordan: Looks like we might be getting accountability for the Comey Cabal.

https://t.co/X7lMdqhnNp",Fri Sep 13 03:35:17 +0000 2019,15312,0,FALSE,9,4,3,Positive
1946,"RT @Jim_Jordan: Comey:
-Opened Trump-Russia investigation
-Put Peter “we’ll stop Trump” Strzok in charge
-Allowed Dossier to be used
-Leake…",Fri Sep 13 03:35:01 +0000 2019,17201,0,FALSE,9,4,3,Positive
1947,"RT @RepRatcliffe: If reports are accurate that the DOJ is recommending charges against former FBI Deputy Director Andy McCabe, I’m not surp…",Fri Sep 13 03:34:40 +0000 2019,9624,0,FALSE,9,4,3,Positive
1948,Hello Baltimore! https://t.co/Iz2aYj7rrC,Thu Sep 12 22:49:03 +0000 2019,13421,83101,FALSE,9,3,22,Neutral
1949,"In fact, my views on Venezuela, and especially Cuba, were far stronger than those of John Bolton. He was holding me back! https://t.co/FUGc02xiac",Thu Sep 12 17:22:19 +0000 2019,19044,61768,FALSE,9,3,17,Positive
1950,“This should have been over with after the Mueller Report came out.” @guypbenson @FoxNews,Thu Sep 12 14:15:19 +0000 2019,10323,46805,FALSE,9,3,14,Neutral
1951,"“We can’t beat him, so lets impeach him!” Democrat Rep. Al Green",Thu Sep 12 14:07:16 +0000 2019,22737,96376,FALSE,9,3,14,Negative
1952,“Dems have never gotten over the fact that President Trump won the Election!” @GOPLeader McCarthy,Thu Sep 12 13:08:38 +0000 2019,13698,67985,FALSE,9,3,13,Positive
1953,Some really big Court wins on the Border lately!,Thu Sep 12 13:05:59 +0000 2019,11889,60770,FALSE,9,3,13,Positive
1954,It is expected that China will be buying large amounts of our agricultural products!,Thu Sep 12 12:45:34 +0000 2019,16003,91116,FALSE,9,3,12,Neutral
1955,"European Central Bank, acting quickly, Cuts Rates 10 Basis Points. They are trying, and succeeding, in depreciating the Euro against the VERY strong Dollar, hurting U.S. exports.... And the Fed sits, and sits, and sits. They get paid to borrow money, while we are paying interest!",Thu Sep 12 12:13:09 +0000 2019,16844,59315,FALSE,9,3,12,Positive
1956,"RT @SecPompeo: The U.S. joins 11 partner nations in invoking the Rio Treaty to confront the political, economic, &amp; humanitarian crisis unle…",Thu Sep 12 03:46:37 +0000 2019,10950,0,FALSE,9,3,3,Negative
1957,RT @parscale: Socialism SUCKS and @TeamTrump is flying high above the Dem debate in Houston to remind the circus in town that their policie…,Thu Sep 12 03:43:49 +0000 2019,10672,0,FALSE,9,3,3,Negative
1958,RT @PrisonPlanet: A ship carrying passengers who included a group of ‘Climate Change Warriors’ who are concerned about melting Arctic ice g…,Thu Sep 12 03:41:07 +0000 2019,13701,0,FALSE,9,3,3,Negative
1959,RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD,Thu Sep 12 03:38:02 +0000 2019,16604,0,FALSE,9,3,3,Neutral
1960,Thank you Brandon! https://t.co/VfzWVHYIrU,Thu Sep 12 03:35:32 +0000 2019,14454,53118,FALSE,9,3,3,Positive
1961,Thank you! https://t.co/zKSrmhsBhW,Thu Sep 12 03:30:59 +0000 2019,21437,67699,FALSE,9,3,3,Positive
1962,"The Wall is going up very fast despite total Obstruction by Democrats in Congress, and elsewhere! https://t.co/2nFIEFppho",Thu Sep 12 03:26:11 +0000 2019,21897,98943,FALSE,9,3,3,Neutral
1963,"RT @Jim_Jordan: The House Judiciary Committee has a storied history of defending the Constitution and the Bill of Rights.

But today, Democ…",Thu Sep 12 03:18:21 +0000 2019,20131,0,FALSE,9,3,3,Neutral
1964,The Wall is being built after victories against the Democrats in various courts! https://t.co/aJr3Ia6c0c,Thu Sep 12 03:18:02 +0000 2019,10513,43363,FALSE,9,3,3,Neutral
1965,RT @VP: The #USMCA is a deal for the 21st Century that will support mutually beneficial trade and lead to freer and fairer markets! #USMCAn…,Thu Sep 12 03:16:13 +0000 2019,4688,0,FALSE,9,3,3,Positive
1966,RT @VP: The #USMCA is the modern trade deal that hardworking Americans across the country deserve. The time for Congress to put Americans F…,Thu Sep 12 03:16:03 +0000 2019,5732,0,FALSE,9,3,3,Positive
1967,"RT @VP: The #USMCA means:
✅ Stronger Economic Growth
✅ More Jobs
✅ More Exports
✅ Rising Wages
 
Let’s pass a trade deal for ALL Americans!…",Thu Sep 12 03:15:56 +0000 2019,4638,0,FALSE,9,3,3,Positive
1968,"RT @VP: Not only will the #USMCA benefit America’s farmers, ranchers, and manufacturers, it will add billions to the already booming econom…",Thu Sep 12 03:15:47 +0000 2019,4346,0,FALSE,9,3,3,Positive
1969,"RT @Jim_Jordan: When will the Judiciary Committee get to question IG Horowitz about his scathing Comey report?

@RepJerryNadler: ""I'm not s…",Thu Sep 12 03:15:36 +0000 2019,14141,0,FALSE,9,3,3,Negative
1970,"RT @LaraLeaTrump: Congrats on the new book, @toddstarnes 🇺🇸 https://t.co/zPnh5p82do",Thu Sep 12 03:14:50 +0000 2019,4338,0,FALSE,9,3,3,Neutral
1971,RT @lopezobrador_: Sostuvimos una buena conversación telefónica con el presidente Donald Trump. Se reafirmó la voluntad de mantener una rel…,Thu Sep 12 00:23:32 +0000 2019,6380,0,FALSE,9,3,0,Neutral
1972,....The Southern Border is becoming very strong despite the obstruction by Democrats not agreeing to do anything on Loopholes or Asylum!,Thu Sep 12 00:23:15 +0000 2019,11249,56156,FALSE,9,3,0,Negative
1973,"I had an excellent telephone conversation with Andrés Manuel López Obrador, President of Mexico, talking about Southern Border Security, and various other things of mutual interest for the people of our respective countries....",Thu Sep 12 00:23:15 +0000 2019,12809,63542,FALSE,9,3,0,Positive
1974,"....on October 1st, we have agreed, as a gesture of good will, to move the increased Tariffs on 250 Billion Dollars worth of goods (25% to 30%), from October 1st to October 15th.",Wed Sep 11 23:17:19 +0000 2019,10085,50534,FALSE,9,2,23,Positive
1975,"At the request of the Vice Premier of China, Liu He, and due to the fact that the People's Republic of China will be celebrating their 70th Anniversary....",Wed Sep 11 23:17:18 +0000 2019,10179,50923,FALSE,9,2,23,Neutral
1976,BIG United States Supreme Court WIN for the Border on Asylum! https://t.co/9Ka00qK1Ob,Wed Sep 11 22:47:46 +0000 2019,19156,70556,FALSE,9,2,22,Positive
1977,"Today and every day, we pledge to honor our history, to treasure our liberty, to uplift our communities, to live up to our values, to prove worthy of our heroes, and above all, to NEVER FORGET. #Honor911 https://t.co/3xbEvl92py",Wed Sep 11 17:23:45 +0000 2019,26853,108144,FALSE,9,2,17,Positive
1978,"RT @dougmillsnyt: .
@realDonaldTrump &amp; @FLOTUS participate in a moment of silence at the September 11th Pentagon Observance Ceremony at the…",Wed Sep 11 15:51:04 +0000 2019,7013,0,FALSE,9,2,15,Neutral
1979,"RT @WhiteHouse: On September 11, 2001, the world witnessed the power of American defiance. https://t.co/ivPsnxer9h",Wed Sep 11 15:50:21 +0000 2019,9368,0,FALSE,9,2,15,Neutral
1980,"RT @WhiteHouse: President @realDonaldTrump at the Pentagon: ""The First Lady and I are united with you in grief . . . We cannot erase the pa…",Wed Sep 11 15:50:19 +0000 2019,10931,0,FALSE,9,2,15,Negative
1981,Leaving the White House soon to speak at the Pentagon. My great honor!,Wed Sep 11 12:21:36 +0000 2019,11359,79417,FALSE,9,2,12,Positive
1982,"If it weren’t for the never ending Fake News about me, and with all that I have done (more than any other President in the first 2 1/2 years!), I would be leading the “Partners” of the LameStream Media by 20 points. Sorry, but true!",Wed Sep 11 12:19:45 +0000 2019,13896,69381,FALSE,9,2,12,Negative
1983,"....This is a phony suppression poll, meant to build up their Democrat partners. I haven’t even started campaigning yet, and am constantly fighting Fake News like Russia, Russia, Russia. Look at North Carolina last night. Dan Bishop, down big in the Polls, WINS. Easier than 2016!",Wed Sep 11 12:12:58 +0000 2019,11063,57413,FALSE,9,2,12,Negative
1984,"In a hypothetical poll, done by one of the worst pollsters of them all, the Amazon Washington Post/ABC, which predicted I would lose to Crooked Hillary by 15 points (how did that work out?), Sleepy Joe, Pocahontas and virtually all others would beat me in the General Election....",Wed Sep 11 12:12:58 +0000 2019,12150,63677,FALSE,9,2,12,Negative
1985,"RT @AndrewPollackFL: Broward schools put this MONSTER in class with my beautiful daughter. 

They knew exactly what he was. They gave him a…",Wed Sep 11 11:12:17 +0000 2019,15866,0,FALSE,9,2,11,Neutral
1986,RT @MariaBartiromo: https://t.co/yMq3Eyiw7O @MorningsMaria @FoxBusiness,Wed Sep 11 11:08:08 +0000 2019,4117,0,FALSE,9,2,11,Neutral
1987,RT @MariaBartiromo: China is moving to develop a more level playing field: Sen. Perdue https://t.co/97UZWyhiJu  @MorningsMaria @FoxBusiness,Wed Sep 11 11:07:13 +0000 2019,4109,0,FALSE,9,2,11,Neutral
1988,"RT @realDonaldTrump: Greg Murphy won big, 62% to 37%, in North Carolina 03, &amp; the Fake News barely covered the race. The win was far bigger…",Wed Sep 11 10:54:29 +0000 2019,15812,0,FALSE,9,2,10,Positive
1989,RT @realDonaldTrump: BIG NIGHT FOR THE REPUBLICAN PARTY. CONGRATULATIONS TO ALL!,Wed Sep 11 10:45:01 +0000 2019,17368,0,FALSE,9,2,10,Positive
1990,....The USA should always be paying the the lowest rate. No Inflation! It is only the naïveté of Jay Powell and the Federal Reserve that doesn’t allow us to do what other countries are already doing. A once in a lifetime opportunity that we are missing because of “Boneheads.”,Wed Sep 11 10:42:13 +0000 2019,10224,45047,FALSE,9,2,10,Neutral
1991,"The Federal Reserve should get our interest rates down to ZERO, or less, and we should then start to refinance our debt. INTEREST COST COULD BE BROUGHT WAY DOWN, while at the same time substantially lengthening the term. We have the great currency, power, and balance sheet.....",Wed Sep 11 10:42:13 +0000 2019,13863,58370,FALSE,9,2,10,Positive
1992,https://t.co/WqBj8iMQhx,Wed Sep 11 10:32:13 +0000 2019,47228,204792,FALSE,9,2,10,Neutral
1993,"“China suspends Tariffs on some U.S. products. Being hit very hard, supply chains breaking up as many companies move, or look to move, to other countries. Much more expensive to China than originally thought.” @CNBC  @JoeSquawk",Wed Sep 11 10:14:50 +0000 2019,10162,43506,FALSE,9,2,10,Negative
1994,"Greg Murphy won big, 62% to 37%, in North Carolina 03, &amp; the Fake News barely covered the race. The win was far bigger than anticipated - there was just nothing the Fakers could say to diminish or demean the scope of this victory. So we had TWO BIG VICTORIES tonight, Greg &amp; Dan!",Wed Sep 11 05:08:48 +0000 2019,15812,68513,FALSE,9,2,5,Neutral
1995,Alice @alicetweet Stewart: Thank you for the nice words while on @CNN concerning the TWO big Republican Congressional victories. You’d be great on a network with much higher ratings. Keep up the good work!,Wed Sep 11 04:31:29 +0000 2019,8265,41451,FALSE,9,2,4,Positive
1996,https://t.co/eK7swFWq1A,Wed Sep 11 03:46:47 +0000 2019,26106,119608,FALSE,9,2,3,Neutral
1997,"RT @kevinomccarthy: GOP 2, Democrats 0 

Revolution not retirements. Congrats Dan Bishop and Dr. Greg Murphy!

Well done @NRCC, @GOP and @N…",Wed Sep 11 03:39:08 +0000 2019,11594,0,FALSE,9,2,3,Positive
1998,".@CNN &amp; @MSNBC were all set to have a BIG victory, until Dan Bishop won North Carolina 09. Now you will hear them barely talk about, or cover, the race. Fake News never wins!",Wed Sep 11 03:11:35 +0000 2019,12539,51026,FALSE,9,2,3,Positive
1999,BIG NIGHT FOR THE REPUBLICAN PARTY. CONGRATULATIONS TO ALL!,Wed Sep 11 02:38:47 +0000 2019,17368,93233,FALSE,9,2,2,Positive
2000,Greg Murphy is a big winner in North Carolina 03. Much bigger margins than originally anticipated. Congratulations Greg!,Wed Sep 11 02:35:16 +0000 2019,10581,57495,FALSE,9,2,2,Positive
2001,"Dan Bishop was down 17 points 3 weeks ago. He then asked me for help, we changed his strategy together, and he ran a great race. Big Rally last night. Now it looks like he is going to win. @CNN &amp; @MSNBC are moving their big studio equipment and talent out. Stay tuned!",Wed Sep 11 02:30:37 +0000 2019,11748,56168,FALSE,9,2,2,Positive
2002,"Senator Ben Sasse has done a wonderful job representing the people of Nebraska. He is great with our Vets, the Military, and your very important Second Amendment. Strong on Crime and the Border, Ben has my Complete and Total Endorsement!",Wed Sep 11 01:23:36 +0000 2019,10829,47346,FALSE,9,2,1,Positive
2003,"I am pleased to endorse Governor Mike Parson of Missouri. He is very Popular, Strong, and knows what he is doing – he gets it! Based on the fact that Mike has announced he will run again in 2020 for Governor, Mike Parson has my Complete and Total Endorsement!",Wed Sep 11 01:04:25 +0000 2019,13196,60323,FALSE,9,2,1,Positive
2004,Excellent interview by @CondoleezzaRice on @MarthaMaccallum on @FoxNews. Very interesting and secure perspective on life.,Wed Sep 11 00:49:36 +0000 2019,7179,35474,FALSE,9,2,0,Positive
2005,"One down, one to go – Greg Murphy is projected to win in the Great State of North Carolina! #NC03",Wed Sep 11 00:48:19 +0000 2019,9148,46746,FALSE,9,2,0,Positive
2006,Incredible progress being made at the Southern Border! https://t.co/xcqxKEkfGD,Tue Sep 10 22:12:36 +0000 2019,13115,52999,FALSE,9,1,22,Positive
2007,RT @realDonaldTrump: Vote today for Dan Bishop. Will be great for North Carolina and our Country!,Tue Sep 10 17:27:33 +0000 2019,12044,0,FALSE,9,1,17,Positive
2008,"RT @realDonaldTrump: NORTH CAROLINA, VOTE FOR DAN BISHOP TODAY. WE NEED HIM BADLY IN WASHINGTON!",Tue Sep 10 17:27:27 +0000 2019,15563,0,FALSE,9,1,17,Negative
2009,RT @realDonaldTrump: Last night in North Carolina was incredible! https://t.co/bEfd1v77Nf,Tue Sep 10 17:27:16 +0000 2019,11895,0,FALSE,9,1,17,Positive
2010,"....I asked John for his resignation, which was given to me this morning. I thank John very much for his service. I will be naming a new National Security Advisor next week.",Tue Sep 10 15:58:26 +0000 2019,17025,75609,FALSE,9,1,15,Neutral
2011,"I informed John Bolton last night that his services are no longer needed at the White House. I disagreed strongly with many of his suggestions, as did others in the Administration, and therefore....",Tue Sep 10 15:58:25 +0000 2019,26580,100593,FALSE,9,1,15,Negative
2012,Vote today for Dan Bishop. Will be great for North Carolina and our Country!,Tue Sep 10 15:04:28 +0000 2019,12044,53445,FALSE,9,1,15,Positive
2013,"One of the greatest and most powerful weapons used by the Fake and Corrupt News Media is the phony Polling Information they put out. Many of these polls are fixed, or worked in such a way that a certain candidate will look good or bad. Internal polling looks great, the best ever!",Tue Sep 10 14:31:46 +0000 2019,17451,71871,FALSE,9,1,14,Positive
2014,"ABC/Washington Post Poll was the worst and most inaccurate poll of any taken prior to the 2016 Election. When my lawyers protested, they took a 12 point down and brought it to almost even by Election Day. It was a Fake Poll by two very bad and dangerous media outlets. Sad!",Tue Sep 10 14:23:33 +0000 2019,11439,52389,FALSE,9,1,14,Negative
2015,"NORTH CAROLINA, VOTE FOR DAN BISHOP TODAY. WE NEED HIM BADLY IN WASHINGTON!",Tue Sep 10 13:20:04 +0000 2019,15563,64582,FALSE,9,1,13,Negative
2016,"RT @Scavino45: 🚨Happening Now—
@POTUS @realDonaldTrump departing the @WhiteHouse for North Carolina.... https://t.co/HtreybGIAc",Tue Sep 10 12:45:19 +0000 2019,3424,0,FALSE,9,1,12,Neutral
2017,"RT @IvankaTrump: In August, the African American unemployment rate fell to a historic low of 5.5 %. 
African American women are benefiting…",Tue Sep 10 12:45:04 +0000 2019,6559,0,FALSE,9,1,12,Negative
2018,"RT @realDonaldTrump: Received an update on Air Force One at MCAS Cherry Point in North Carolina, regarding damage caused by Hurricane Doria…",Tue Sep 10 12:44:39 +0000 2019,6762,0,FALSE,9,1,12,Negative
2019,RT @mike_pence: Thrilled to be here in the great state of North Carolina with a man who has been fighting every day to keep the promises he…,Tue Sep 10 12:43:52 +0000 2019,4144,0,FALSE,9,1,12,Positive
2020,RT @mike_pence: It has been two and a half years of promises made and promises kept which is why we need FOUR MORE YEARS of President @real…,Tue Sep 10 12:43:34 +0000 2019,7330,0,FALSE,9,1,12,Positive
2021,"RT @mike_pence: Here in North Carolina, we believed you could be strong again and we believed you could be prosperous again. You said yes t…",Tue Sep 10 12:43:06 +0000 2019,3774,0,FALSE,9,1,12,Positive
2022,"RT @IvankaTrump: Great to be w/ +175 leaders from gov, industry &amp; academia for the @WhiteHouse #AIinGovSummit to highlight innovative effor…",Tue Sep 10 12:42:29 +0000 2019,3830,0,FALSE,9,1,12,Positive
2023,"RT @IvankaTrump: The Alabama Success story:

Since the Trump election..

👍🏻The unemployment rate has fallen 2.5% and reached an all time lo…",Tue Sep 10 12:42:02 +0000 2019,10051,0,FALSE,9,1,12,Positive
2024,"RT @realDonaldTrump: THANK YOU Fayetteville, North Carolina! Make sure you get out and VOTE TOMORROW for Dan Bishop in #NC09 and Greg Murph…",Tue Sep 10 12:41:53 +0000 2019,14014,0,FALSE,9,1,12,Positive
2025,Last night in North Carolina was incredible! https://t.co/bEfd1v77Nf,Tue Sep 10 12:41:34 +0000 2019,11895,52141,FALSE,9,1,12,Positive
2026,Great job by the U.S. Coast Guard! https://t.co/MhJZgN0Yqc,Tue Sep 10 12:40:29 +0000 2019,5503,29671,FALSE,9,1,12,Positive
2027,THANK YOU @USCG! GREAT JOB!! https://t.co/eEDn760Ogh,Tue Sep 10 02:51:26 +0000 2019,10101,47116,FALSE,9,1,2,Positive
2028,"RT @mike_pence: Great time stopping by Rock Store BBQ in Marshville for lunch with @jdanbishop, @MarkMeadows &amp; @DavidRouzer! Thanks for the…",Tue Sep 10 01:54:49 +0000 2019,4124,0,FALSE,9,1,1,Positive
2029,RT @mike_pence: Thank you to everyone at the @NCGOP working hard to get @jdanbishop to Washington! Keep up the great work! #NC09 https://t.…,Tue Sep 10 01:54:27 +0000 2019,3906,0,FALSE,9,1,1,Positive
2030,Beautiful evening in Fayetteville tonight! Big day in North Carolina tomorrow. Make sure you get out and VOTE for Dan Bishop in #NC09 and Greg Murphy in #NC03! https://t.co/bu296fHQab,Tue Sep 10 01:08:45 +0000 2019,12011,45662,FALSE,9,1,1,Positive
2031,"THANK YOU Fayetteville, North Carolina! Make sure you get out and VOTE TOMORROW for Dan Bishop in #NC09 and Greg Murphy in #NC03!! https://t.co/4uwswuHB2u",Tue Sep 10 00:42:45 +0000 2019,14014,50863,FALSE,9,1,0,Positive
2032,NORTH CAROLINA — Vote for Dan Bishop in #NC09 and Greg Murphy in #NC03 TOMORROW. Make it a great day for Republicans!,Mon Sep 09 22:55:32 +0000 2019,13038,47567,FALSE,9,0,22,Positive
